1.6	CHAT	type10	guid0
1.6	CHAT	type10	guid0
1.6	CAST	None	spell836
1.6	CAST	None	spell8326
15.3	CAST	Ertem	spell696
24.1	MOVE	Ertem	beat	(-482,-2670)
26.0	MOVE	Ertem	jump	(-482,-2670)
27.6	MOVE	Ertem	stop	(-482,-2670)
27.6	MOVE	Ertem	land	(-482,-2670)
