0.2	CHAT	type10	guid0
0.2	CHAT	type10	guid0
0.3	CAST	None	spell836
0.3	CAST	None	spell8326
4.1	CHAT	type6	guid10918
10.0	CHAT	type10	guid0
14.8	CHAT	type10	guid0
34.5	SWING	218184896	->	3509341855	dmg14
