0.1	CHAT	type10	guid0
0.1	CHAT	type10	guid0
0.1	CAST	None	spell836
0.1	CAST	None	spell8326
34.1	SWING	1697060637	->	1680283422	dmg1
34.1	SWING	1680283412	->	1697060620	dmg2
34.1	SWING	1697060624	->	1680283407	dmg1
34.1	SWING	1680283407	->	1697060624	dmg1
34.1	SWING	1697060620	->	1680283412	dmg1
34.3	SWING	1697060642	->	1680283425	dmg1
34.3	SWING	1680283425	->	1697060642	dmg1
34.3	SWING	1680283422	->	1697060637	dmg1
34.3	SWING	1697060637	->	1680283422	dmg1
34.3	SWING	1680283407	->	1697060624	dmg1
34.6	CHAT	type0	guid12192
36.1	SWING	1680283412	->	1697060620	dmg2
36.9	SWING	1697060624	->	1680283407	dmg1
36.9	SWING	1697060620	->	1680283412	dmg1
38.1	SWING	1697060642	->	1680283425	dmg1
38.1	SWING	1680283425	->	1697060642	dmg1
38.1	SWING	1680283422	->	1697060637	dmg1
38.1	SWING	1697060637	->	1680283422	dmg1
38.1	SWING	1680283412	->	1697060620	dmg1
38.1	SWING	1697060624	->	1680283407	dmg1
38.1	SWING	1680283407	->	1697060624	dmg1
38.1	SWING	1697060620	->	1680283412	dmg1
38.4	SWING	1697060642	->	1680283425	dmg1
38.4	SWING	1680283425	->	1697060642	dmg1
38.4	SWING	1680283422	->	1697060637	dmg1
38.4	SWING	1697060637	->	1680283422	dmg1
38.4	SWING	1680283407	->	1697060624	dmg1
40.1	SWING	1680283412	->	1697060620	dmg1
